,Unnamed: 0,datedict,timedict,BLlist,BRList,entp,extp,percandlev,Fcv,VpTotal,VnTotal,Real,Predicted,Real_Predicted,abc,Won_Mode,Loose_Mode
129,129,2023-08-16,13:01:00,_1212.82,BR_-1771.475,838.65,839.9,-1590.57,204.27,195627.072,-219485.568,WON,Loose,WON_Loose,-12.195907118622117,-17.493423553699216,-27.295862122517832
130,130,2023-08-16,13:31:00,_1066.434,BR_-1653.876,838.65,839.9,-2536.56,216.283,256762.242,-294810.606,WON,Loose,WON_Loose,-14.818519928642786,-17.493423553699216,-27.295862122517832
131,131,2023-08-18,12:16:00,BL_1948.832,-_-1782.471,842.55,841.4,-1681.04,-301.207,139247.979,-164463.559,Loose,Loose,Loose_Loose,-18.10839926086109,-17.493423553699216,-27.295862122517832
132,132,2023-08-18,13:31:00,_1925.323,BR_-2328.124,844.05,840.55,61.54,492.918,422820.108,-421896.996,Loose,WON,Loose_WON,0.21832263474091462,-17.493423553699216,-27.295862122517832
133,133,2023-08-21,10:16:00,_900.418,BR_-924.256,844.6,848.0,-286.51,123.67,6609.160000000001,-10906.77,WON,Loose,WON_Loose,-65.02505613421371,-17.493423553699216,-27.295862122517832
134,134,2023-08-21,11:16:00,BL_1573.965,-_-1194.293,844.5,848.0,-795.88,-163.467,41495.796,-53433.972,WON,Loose,WON_Loose,-28.7696035521285,-17.493423553699216,-27.295862122517832
135,135,2023-08-21,12:16:00,BL_2253.88,-_-1154.526,845.75,848.0,-498.61,264.685,120075.891,-127555.09,WON,Loose,WON_Loose,-6.228726630893789,-17.493423553699216,-27.295862122517832
136,136,2023-08-21,14:16:00,BL_4925.628,-_-3053.204,847.4,848.0,1952.54,-425.639,554511.888,-525223.818,WON,WON,WON_WON,5.281774950873569,-17.493423553699216,-27.295862122517832
137,137,2023-08-22,10:16:00,BL_1314.374,-_-732.302,848.75,847.15,-120.67,-142.881,7992.754999999999,-9802.785,Loose,Loose,Loose_Loose,-22.645883678406264,-17.493423553699216,-27.295862122517832
138,138,2023-08-22,10:46:00,BL_1361.426,-_-1249.428,849.5,847.15,61.59,184.622,26931.128,-26007.247,Loose,WON,Loose_WON,3.4305321336707664,-17.493423553699216,-27.295862122517832
139,139,2023-08-22,13:31:00,BL_4361.279,-_-3304.626,848.3,847.15,-5909.22,-490.035,497098.008,-585736.38,Loose,Loose,Loose_Loose,-17.83116620334556,-17.493423553699216,-27.295862122517832
140,140,2023-08-24,13:16:00,_6863.787,BR_-7733.045,845.0,845.15,-6975.87,990.513,1014162.234,-1118800.311,WON,Loose,WON_Loose,-10.317686213505752,-17.493423553699216,-27.295862122517832
141,141,2023-08-24,13:46:00,BL_8183.264,-_-6034.534,845.3,845.15,-1484.07,-1029.744,1436195.256,-1458456.3779999998,Loose,Loose,Loose_Loose,-1.5500066517417679,-17.493423553699216,-27.295862122517832
142,142,2023-08-25,11:31:00,BL_5689.603,-_-1896.148,837.85,834.1,-2225.79,-849.302,102273.16,-135660.08,Loose,Loose,Loose_Loose,-32.644850320455504,-17.493423553699216,-27.295862122517832
143,143,2023-08-29,10:16:00,BL_1154.999,-_-790.347,840.55,837.15,-53.28,148.182,7658.869999999999,-8458.115,Loose,Loose,Loose_Loose,-10.4355472804735,-17.493423553699216,-27.295862122517832
144,144,2023-08-29,11:01:00,BL_2293.624,-_-982.959,842.5,839.05,-216.46,-257.133,35367.944,-38614.816,Loose,Loose,Loose_Loose,-9.180267871946413,-17.493423553699216,-27.295862122517832
145,145,2023-08-29,12:16:00,BL_3079.309,-_-980.844,839.0,838.75,-2804.74,-346.429,158347.397,-200418.426,Loose,Loose,Loose_Loose,-26.568816284362427,-17.493423553699216,-27.295862122517832
146,146,2023-08-29,13:01:00,_1489.31,BR_-2187.453,837.65,838.75,-2792.89,-377.466,306833.872,-348727.184,WON,Loose,WON_Loose,-13.653418290142369,-17.493423553699216,-27.295862122517832
147,147,2023-08-30,12:16:00,_1647.356,BR_-4131.298,847.9,848.5,-4564.03,-333.851,146767.335,-215227.831,WON,Loose,WON_Loose,-46.645594539139125,-17.493423553699216,-27.295862122517832
148,148,2023-08-30,13:16:00,BL_2983.816,-_-2512.726,848.75,848.5,-13720.75,-377.679,285313.516,-491124.747,Loose,Loose,Loose_Loose,-72.13511434207692,-17.493423553699216,-27.295862122517832
149,149,2023-08-31,11:31:00,_2931.386,BR_-3217.859,839.7,836.1,-4254.04,-389.479,89131.88,-152942.41,Loose,Loose,Loose_Loose,-71.591141127058,-17.493423553699216,-27.295862122517832
150,150,2023-08-31,12:31:00,BL_5683.271,-_-3746.168,840.0,836.1,-7223.62,534.309,282385.11000000004,-390739.426,Loose,Loose,Loose_Loose,-38.371115247542576,-17.493423553699216,-27.295862122517832
151,151,2023-08-31,13:16:00,_3869.982,BR_-4757.411,839.5,836.1,-4718.92,654.137,576117.913,-646901.748,Loose,Loose,Loose_Loose,-12.286345104496021,-17.493423553699216,-27.295862122517832
152,152,2023-09-01,10:16:00,BL_1158.516,-_-768.696,843.75,840.1,91.3,-190.981,11319.115,-9949.68,Loose,WON,Loose_WON,12.098428189836397,-17.493423553699216,-27.295862122517832
153,153,2023-09-01,12:46:00,BL_3653.823,-_-2052.49,843.25,844.3,-3834.07,376.341,280318.995,-337830.03,WON,Loose,WON_Loose,-20.51628181672099,-17.493423553699216,-27.295862122517832
154,154,2023-09-04,11:01:00,BL_2196.875,-_-1500.061,840.0,846.8,-336.12,254.597,45905.408,-50947.216,WON,Loose,WON_Loose,-10.98303711841531,-17.493423553699216,-27.295862122517832
155,155,2023-09-04,11:46:00,_2347.857,BR_-2734.708,839.5,846.5,-582.25,-302.895,119432.434,-128166.258,WON,Loose,WON_Loose,-7.312774015808813,-17.493423553699216,-27.295862122517832
156,156,2023-09-05,14:16:00,BL_5576.222,-_-1960.684,849.0,845.6,27052.06,515.849,993612.816,-587831.874,Loose,WON,Loose_WON,40.83894002430017,-17.493423553699216,-27.295862122517832
157,157,2023-09-06,13:01:00,BL_2715.206,-_-1650.604,848.2,861.15,-1621.74,347.776,325446.032,-349772.144,WON,Loose,WON_Loose,-7.474699215260358,-17.493423553699216,-27.295862122517832
158,158,2023-09-06,13:31:00,_3047.763,BR_-3571.551,848.7,861.15,-3600.77,-387.155,434353.068,-488364.57,WON,Loose,WON_Loose,-12.434930469974248,-17.493423553699216,-27.295862122517832
159,159,2023-09-07,13:31:00,BL_18877.526,-_-18488.692,856.4,858.3,11623.17,-2393.244,3728714.472,-3554366.9940000004,WON,WON,WON_WON,4.675806616710005,-17.493423553699216,-27.295862122517832
160,160,2023-09-08,13:46:00,_2540.064,BR_-5629.088,855.55,851.95,-16546.41,-643.337,716282.368,-964478.589,Loose,Loose,Loose_Loose,-34.650611558820344,-17.493423553699216,-27.295862122517832
161,161,2023-09-11,11:16:00,_3770.008,BR_-3792.229,860.8,863.05,-2073.93,-439.572,113058.387,-144167.26499999998,WON,Loose,WON_Loose,-27.515763160498636,-17.493423553699216,-27.295862122517832
162,162,2023-09-12,10:01:00,_2407.739,BR_-2423.696,862.5,859.05,-305.96,-407.388,13040.44,-17629.772,Loose,Loose,Loose_Loose,-35.19307630724117,-17.493423553699216,-27.295862122517832
163,163,2023-09-12,13:46:00,_7184.055,BR_-9919.211,864.15,864.5,-3260.64,1450.382,2015180.926,-2064090.517,WON,Loose,WON_Loose,-2.4270570631631614,-17.493423553699216,-27.295862122517832
164,164,2023-09-13,10:01:00,_1122.604,BR_-1213.751,866.75,874.1,-199.67,-217.661,5649.476,-8644.508,WON,Loose,WON_Loose,-53.0143326566924,-17.493423553699216,-27.295862122517832
165,165,2023-09-13,10:46:00,BL_2915.661,-_-2487.283,869.8,876.8,-601.91,458.897,44120.153,-53148.809,WON,Loose,WON_Loose,-20.46379122937313,-17.493423553699216,-27.295862122517832
166,166,2023-09-13,11:46:00,BL_6155.447,-_-5115.703,872.6,880.9,-2613.31,667.293,214955.576,-254155.209,WON,Loose,WON_Loose,-18.236155455674236,-17.493423553699216,-27.295862122517832
167,167,2023-09-13,13:31:00,BL_13730.289,-_-8166.765,880.0,887.85,3291.38,-1334.23,1275699.0240000002,-1226328.336,WON,WON,WON_WON,3.870089031282376,-17.493423553699216,-27.295862122517832
168,168,2023-09-13,14:01:00,BL_11265.44,-_-10860.383,881.5,889.35,7785.75,-1482.401,1801042.2399999998,-1684255.9400000002,WON,WON,WON_WON,6.484373181608419,-17.493423553699216,-27.295862122517832
169,169,2023-09-14,10:16:00,BL_7456.231,-_-5674.868,885.0,881.05,-2763.78,869.388,42581.315,-84038.05,Loose,Loose,Loose_Loose,-97.35898245509796,-17.493423553699216,-27.295862122517832
170,170,2023-09-14,10:46:00,_6623.825,BR_-7205.86,885.65,882.1,-3538.21,994.054,149233.553,-202306.629,Loose,Loose,Loose_Loose,-35.563768960188185,-17.493423553699216,-27.295862122517832
171,171,2023-09-14,13:01:00,BL_11005.121,-_-10747.637,886.8,883.05,-30969.69,-1388.642,1325040.016,-1789585.44,Loose,Loose,Loose_Loose,-35.058973192549985,-17.493423553699216,-27.295862122517832
172,172,2023-09-15,11:46:00,BL_3005.164,-_-1632.306,876.1,876.5,2032.77,439.467,194443.447,-163951.964,WON,WON,WON_WON,15.68141455546197,-17.493423553699216,-27.295862122517832
173,173,2023-09-15,12:31:00,BL_4410.806,-_-3701.143,875.95,876.5,1678.74,-500.212,365855.784,-340674.656,WON,WON,WON_WON,6.8828016670087635,-17.493423553699216,-27.295862122517832
174,174,2023-09-15,14:16:00,BL_5391.487,-_-4654.954,878.1,874.25,260.6,606.99,1082650.695,-1078741.629,Loose,WON,Loose_WON,0.3610643782018883,-17.493423553699216,-27.295862122517832
175,175,2023-09-20,11:46:00,BL_4731.34,-_-4443.164,870.65,865.5,-3813.83,-481.198,218883.39,-276090.881,Loose,Loose,Loose_Loose,-26.136058565247893,-17.493423553699216,-27.295862122517832
176,176,2023-09-21,11:01:00,BL_3289.378,-_-2471.274,869.0,865.45,1354.6,-371.288,100244.808,-79925.784,Loose,WON,Loose_WON,20.26940288019705,-17.493423553699216,-27.295862122517832
177,177,2023-09-21,12:31:00,BL_4446.285,-_-3733.924,870.15,865.45,946.03,514.435,405319.362,-391128.962,Loose,WON,Loose_WON,3.501041729163674,-17.493423553699216,-27.295862122517832
178,178,2023-09-22,10:16:00,BL_3839.289,-_-2782.253,873.8,880.9,-581.2,-398.056,25755.585,-34473.64,WON,Loose,WON_Loose,-33.84918261417863,-17.493423553699216,-27.295862122517832
179,179,2023-09-22,13:01:00,_8893.521,BR_-9727.12,881.35,877.75,-8982.4,-1132.03,1079391.792,-1214127.744,Loose,Loose,Loose_Loose,-12.482580745805791,-17.493423553699216,-27.295862122517832
180,180,2023-09-25,11:01:00,BL_6714.426,-_-4181.162,890.25,897.85,4607.68,1147.225,208534.2,-139418.928,WON,WON,WON_WON,33.14337504351805,-17.493423553699216,-27.295862122517832
181,181,2023-09-25,11:31:00,_8456.765,BR_-9320.773,890.85,899.5,5046.43,-1235.267,409658.07,-333961.64,WON,WON,WON_WON,18.477954065447804,-17.493423553699216,-27.295862122517832
182,182,2023-09-25,13:16:00,_12013.261,BR_-13262.323,891.55,899.5,16566.5,-1514.935,1855754.867,-1607257.418,WON,WON,WON_WON,13.390639756301383,-17.493423553699216,-27.295862122517832
183,183,2023-09-26,11:01:00,BL_6392.295,-_-4262.204,903.15,899.2,-1228.12,968.947,234612.584,-253034.448,Loose,Loose,Loose_Loose,-7.852035762923961,-17.493423553699216,-27.295862122517832
184,184,2023-09-27,10:31:00,BL_5347.959,-_-3021.93,891.95,888.3,184.57,618.626,53431.79400000001,-50663.208,Loose,WON,Loose_WON,5.181532927754603,-17.493423553699216,-27.295862122517832
185,185,2023-09-28,10:01:00,BL_1472.508,-_-880.762,890.75,887.0,295.6,222.924,12568.54,-8134.564,Loose,WON,Loose_WON,35.27836964357037,-17.493423553699216,-27.295862122517832
186,186,2023-09-28,11:31:00,BL_4978.435,-_-3260.417,887.5,883.8,-922.82,-513.159,163435.82,-177278.08000000002,Loose,Loose,Loose_Loose,-8.469538684971255,-17.493423553699216,-27.295862122517832
187,187,2023-09-28,14:16:00,BL_9304.634,-_-5659.57,875.1,871.0,-23778.83,-1083.596,1342266.702,-1698949.098,Loose,Loose,Loose_Loose,-26.57313896474801,-17.493423553699216,-27.295862122517832
188,188,2023-09-29,10:31:00,BL_1638.146,-_-888.05,879.95,876.1,-367.73,-186.867,18186.15,-23702.034,Loose,Loose,Loose_Loose,-30.33013584513489,-17.493423553699216,-27.295862122517832
189,189,2023-09-29,12:16:00,_2114.538,BR_-2582.874,880.8,877.15,-1600.99,-306.274,172594.90300000002,-196609.764,Loose,Loose,Loose_Loose,-13.914003590245045,-17.493423553699216,-27.295862122517832
190,190,2023-10-03,10:16:00,BL_3085.267,-_-3018.452,875.65,871.95,-642.16,-367.71,25983.925,-35616.33,Loose,Loose,Loose_Loose,-37.07063116907858,-17.493423553699216,-27.295862122517832
191,191,2023-10-03,12:16:00,_3748.554,BR_-4187.648,870.15,872.25,-7087.5,640.157,365848.067,-472160.572,WON,Loose,WON_Loose,-29.059195493849643,-17.493423553699216,-27.295862122517832
192,192,2023-10-03,12:46:00,BL_5504.335,-_-4619.873,871.05,867.55,-8158.82,705.134,557573.37,-679955.715,Loose,Loose,Loose_Loose,-21.949101514658068,-17.493423553699216,-27.295862122517832
193,193,2023-10-04,10:16:00,BL_1172.775,-_-1106.876,865.35,861.6,-234.14,-142.249,8586.609999999999,-12098.68,Loose,Loose,Loose_Loose,-40.90170626126027,-17.493423553699216,-27.295862122517832
194,194,2023-10-04,11:01:00,BL_1499.446,-_-1181.407,868.0,863.0,-177.24,200.544,41079.336,-43737.976,Loose,Loose,Loose_Loose,-6.471964395919159,-17.493423553699216,-27.295862122517832
195,195,2023-10-04,11:31:00,BL_1779.334,-_-1254.35,868.35,864.65,148.1,-229.519,80834.9,-78613.38,Loose,WON,Loose_WON,2.7482189004996513,-17.493423553699216,-27.295862122517832
196,196,2023-10-04,13:31:00,BL_3870.518,-_-2513.236,858.65,865.6,-1574.33,-433.458,458979.5880000001,-482594.544,WON,Loose,WON_Loose,-5.145099393831842,-17.493423553699216,-27.295862122517832
197,197,2023-10-05,13:01:00,BL_3170.834,-_-2288.022,862.5,859.0,-3724.32,-403.225,335084.512,-390949.28,Loose,Loose,Loose_Loose,-16.671844265962378,-17.493423553699216,-27.295862122517832
198,198,2023-10-06,10:31:00,BL_4018.299,-_-3516.013,875.45,871.75,239.57,-413.812,46709.844,-43116.36,Loose,WON,Loose_WON,7.693204884178158,-17.493423553699216,-27.295862122517832
199,199,2023-10-06,13:01:00,BL_7053.569,-_-4975.313,872.2,875.65,-2465.32,649.974,663889.408,-700869.2,WON,Loose,WON_Loose,-5.570173519020798,-17.493423553699216,-27.295862122517832
200,200,2023-10-09,10:16:00,BL_1797.38,-_-1277.018,879.0,875.0,-19.86,271.187,17629.745,-17927.635000000002,Loose,Loose,Loose_Loose,-1.6897011272710074,-17.493423553699216,-27.295862122517832
201,201,2023-10-09,11:31:00,_2562.622,BR_-2790.489,877.95,874.3,-277.89,-435.542,149900.41,-154068.69,Loose,Loose,Loose_Loose,-2.7806995324429096,-17.493423553699216,-27.295862122517832
202,202,2023-10-09,13:16:00,BL_4977.354,-_-4704.453,876.6,883.85,-5518.51,643.859,622031.598,-704809.239,WON,Loose,WON_Loose,-13.307626375597707,-17.493423553699216,-27.295862122517832
203,203,2023-10-10,10:01:00,BL_2052.73,-_-1032.892,888.2,889.35,-104.75,-220.583,7707.068,-9278.372,WON,Loose,WON_Loose,-20.38783101433644,-17.493423553699216,-27.295862122517832
204,204,2023-10-10,14:16:00,BL_5348.469,-_-4537.226,887.3,889.35,-3627.7,-681.159,1191694.077,-1246109.55,WON,Loose,WON_Loose,-4.566228367685341,-17.493423553699216,-27.295862122517832
205,205,2023-10-11,11:46:00,BL_3613.513,-_-3369.99,893.65,890.05,225.0,524.443,247570.774,-244195.842,Loose,WON,Loose_WON,1.3632190688227297,-17.493423553699216,-27.295862122517832
206,206,2023-10-12,11:31:00,_2104.917,BR_-2109.44,891.8,891.55,-645.71,-331.812,95909.7,-105595.37,Loose,Loose,Loose_Loose,-10.098738709431899,-17.493423553699216,-27.295862122517832
207,207,2023-10-12,12:46:00,_3985.809,BR_-4348.002,892.95,891.55,-3972.52,-510.683,341518.215,-401106.0,Loose,Loose,Loose_Loose,-17.44790830556431,-17.493423553699216,-27.295862122517832
208,208,2023-10-17,11:31:00,BL_15608.162,-_-13380.111,923.7,919.15,1558.75,-1761.588,751386.0700000001,-728004.77,Loose,WON,Loose_WON,3.1117558514227,-17.493423553699216,-27.295862122517832
209,209,2023-10-17,13:01:00,_12833.427,BR_-14706.048,924.15,920.4,-10491.15,-2163.335,2393562.624,-2550929.824,Loose,Loose,Loose_Loose,-6.574601325325517,-17.493423553699216,-27.295862122517832
210,210,2023-10-18,13:46:00,BL_7811.989,-_-5881.882,898.15,894.1,-17875.53,891.614,1055022.462,-1323155.402,Loose,Loose,Loose_Loose,-25.414903441174317,-17.493423553699216,-27.295862122517832
211,211,2023-10-19,10:46:00,BL_3849.606,-_-3492.259,883.25,890.35,-1236.65,-506.756,84436.989,-102986.786,WON,Loose,WON_Loose,-21.968804453697416,-17.493423553699216,-27.295862122517832
212,212,2023-10-19,12:16:00,_6268.858,BR_-6730.1,892.75,900.25,3521.56,798.244,546515.32,-493691.978,WON,WON,WON_WON,9.665482387575153,-17.493423553699216,-27.295862122517832
213,213,2023-10-20,11:31:00,BL_6114.305,-_-5744.432,892.2,899.7,-3428.72,654.195,214820.17,-266250.94,WON,Loose,WON_Loose,-23.941313331983665,-17.493423553699216,-27.295862122517832
214,214,2023-10-20,12:16:00,BL_8036.785,-_-5256.864,894.9,890.3,1273.79,-826.544,519168.663,-500061.809,Loose,WON,Loose_WON,3.680278753650427,-17.493423553699216,-27.295862122517832
215,215,2023-10-20,13:01:00,BL_6835.042,-_-6410.404,893.95,890.3,2424.6,-1004.55,954546.736,-918177.664,Loose,WON,Loose_WON,3.8100881421902386,-17.493423553699216,-27.295862122517832
216,216,2023-10-23,11:46:00,BL_3862.379,-_-3197.67,893.85,890.0,-5327.36,-493.735,205983.338,-285893.729,Loose,Loose,Loose_Loose,-38.794589783762035,-17.493423553699216,-27.295862122517832
217,217,2023-10-25,11:46:00,BL_5706.972,-_-4723.834,890.95,887.15,-2209.99,-660.446,305241.607,-338391.394,Loose,Loose,Loose_Loose,-10.860179687102743,-17.493423553699216,-27.295862122517832
218,218,2023-10-25,13:46:00,BL_10278.347,-_-7511.197,891.15,891.0,-7759.7,-1170.261,1372043.998,-1488439.556,Loose,Loose,Loose_Loose,-8.483369204607698,-17.493423553699216,-27.295862122517832
